Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,notes
AIM,2007-02-06,2007-02-01,2007,IPO,POLR,POLAR CAPITAL HLDGS PLC,New Company Placing,United Kingdom,8771.0,General Financial,Asset Managers,190.0,,120.52,Bridgewell Limited,18.19,-,-,228.5,245.0,228.5,92.8926773071289,1195854.0,101.46141815185547,92.11371612548828,97.56653594970703,89.55381774902344,63.741615295410156,18.79058074951172,102.35693359375,256.44970703125,
AIM,2007-02-02,2007-02-01,2007,IPO,,NAUTILUS MINERALS INC,New Company Placing,Canada,1775.0,Mining,General Mining,185.0,,85.19,Numis Securities Limited,52.44,-,-,,,,,,,,,,,,,,
AIM,2007-02-01,2007-02-01,2007,IPO,,DEV PROPERTY DEVELOPMENT PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,100.0,,138,Deutsche Bank AG London,138.0,-,-,,,,,,,,,,,,,,
AIM,2007-02-01,2007-02-01,2007,IPO,,DIAMONDCORP PLC,New Company Placing,United Kingdom,1773.0,Mining,Diamonds & Gemstones,90.0,,30.59,Cenkos Securities Limited,3.31,-,-,,,,,,,,,,,,,,
AIM,2007-02-01,2007-02-01,2007,IPO,,BAOBAB RESOURCES PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,10.0,,4.78,Grant Thornton UK LLP,2.2,-,-,,,,,,,,,,,,,,
AIM,2007-01-31,2007-01-01,2007,IPO,,HELIUS ENERGY PLC,New Company Placing,United Kingdom,7535.0,Electricity,Electricity,26.0,,17.49,Daniel Stewart & Company plc,2.04,-,-,,,,,,,,,,,,,,
AIM,2007-01-29,2007-01-01,2007,IPO,,LOUDWATER TRUST LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,75,Panmure Gordon (Broking) Limit,75.0,-,-,,,,,,,,,,,,,,
AIM,2007-01-29,2007-01-01,2007,IPO,,CAMPER & NICHOLSONS MARINA INV LTD,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,65.845,,32.92,Arbuthnot Securities Limited,32.92,-,-,,,,,,,,,,,,,,
AIM,2007-01-26,2007-01-01,2007,IPO,,APPLIED INTELLECTUAL CAPITAL,New Company Placing,USA,2733.0,Electronic & Electrical Equipment,Electrical Components & Equipment,95.0,,40.16,Nabarro Wells & Co. Limited,19.95,-,-,,,,,,,,,,,,,,
AIM,2007-01-18,2007-01-01,2007,IPO,,BRAMLIN LTD,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,10.0,,3.87,Beaumont Cornish Limited,3.87,-,-,,,,,,,,,,,,,,
AIM,2007-01-16,2007-01-01,2007,IPO,,MOBILE CREDIT BALTIC PLC,New Company Placing,United Kingdom,8773.0,General Financial,Consumer Finance,150.0,,21.1,Libertas Capital Corporate Fin,3.8,-,-,,,,,,,,,,,,,,
AIM,2007-01-15,2007-01-01,2007,IPO,,ASHLEY HOUSE PLC,New Company Placing,United Kingdom,2357.0,Construction & Materials,Heavy Construction,150.0,,40.65,Numis Securities Limited,6.47,-,-,,,,,,,,,,,,,,
AIM,2007-01-09,2007-01-01,2007,IPO,,BRIGHTSIDE GROUP PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,69.0,,13.95,Teather & Greenwood Limited,0.06,-,-,,,,,,,,,,,,,,
AIM,2007-01-05,2007-01-01,2007,IPO,,WEST AFRICAN DIAMONDS,New Company Placing,United Kingdom,1773.0,Mining,Diamonds & Gemstones,20.0,,6.71,Corporate Synergy,2.7,-,-,,,,,,,,,,,,,,
AIM,2006-12-28,2006-12-01,2006,IPO,,TIMAN OIL & GAS PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,76.0,,122.96,Strand Partners Limited,18.27,-,-,,,,,,,,,,,,,,
AIM,2006-12-28,2006-12-01,2006,IPO,,COSMEDIA GROUP HLDGS LTD,New Company Placing,Cayman Islands,5555.0,Media,Media Agencies,145.271,,66.35,Colins Stewart Europe Limited,5.1,-,-,,,,,,,,,,,,,,
AIM,2006-12-27,2006-12-01,2006,IPO,,KUBERA CROSS-BORDER FUND LTD,New Company Placing,Cayman Islands,8985.0,Equity Investment Instruments,Equity Investment Instruments,50.9722,,105,Grant Thornton UK LLP ,105.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-22,2006-12-01,2006,IPO,,VERDANT HLDGS PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,10.0,,3.45,Grant Thornton UK LLP ,3.14,-,-,,,,,,,,,,,,,,
AIM,2006-12-21,2006-12-01,2006,IPO,,ALPHA TIGER PROPERTY TRUST LTD,New Company Placing,United Kingdom,8773.0,General Financial,Consumer Finance,100.0,,75,Panmure Gordon (UK) Limited,75.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-21,2006-12-01,2006,IPO,,ORIGO SINO-INDIA PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,50.0,,32.6,Seymour Pierce Limited,12.84,-,-,,,,,,,,,,,,,,
AIM,2006-12-21,2006-12-01,2006,IPO,,OXECO PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,1.0,,4,Zimmerman Adams International Ltd,3.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-21,2006-12-01,2006,IPO,,WALCOM GROUP LTD,New Company Placing,British Virgin Islands,3577.0,Food Producers,Food Products,35.0,,22.72,John East & Partners Limited,1.57,-,-,,,,,,,,,,,,,,
AIM,2006-12-20,2006-12-01,2006,IPO,,UNITECH CORPORATE PARKS PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,100.0,,360,Deutsche Bank AG London,360.0,-,-,,,,,,,,,,,,,,
International Main Market,2006-12-20,2006-12-01,2006,IPO,,HALYK SAVINGS BANK OF KAZAKHSTN JSC,International Offering (GDR),Kazakhstan,8355.0,Banks,Banks,16.0,,355.06,,355.06,-,-,,,,,,,,,,,,,,
International Main Market,2006-12-20,2006-12-01,2006,IPO,,INVISTA EUROPEAN REAL ESTATE TRUST,New Company Placing,Luxembourg,8733.0,Real Estate,Real Estate Holding & Development,200.0,,207.75,,166.2,-,-,,,,,,,,,,,,,,
UK Main Market,2006-12-20,2006-12-01,2006,IPO,,JPMORGAN INC & GRWTH INVEST TST PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,103.4,,93.93,,93.93,-,-,,,,,,,,,,,,,,
AIM,2006-12-20,2006-12-01,2006,IPO,,PHAUNOS TIMBER FUND LTD,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,50.948,,58.59,Shore Capital & Corporate Limited,58.59,-,-,,,,,,,,,,,,,,
AIM,2006-12-20,2006-12-01,2006,IPO,,EQUEST INVESTMENTS BALKANS,New Company Placing,British Virgin Islands,8985.0,Equity Investment Instruments,Equity Investment Instruments,1210.0,,209.62,Colins Stewart Europe Limited,43.92,-,-,,,,,,,,,,,,,,
AIM,2006-12-20,2006-12-01,2006,IPO,,ADVANCE AIM VALUE REALISATION CO LD,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,100.0,, -   ,Ernst & Young LLP,35.13,-,-,,,,,,,,,,,,,,
AIM,2006-12-20,2006-12-01,2006,IPO,,PETMIN LTD,New Company Placing,South Africa,1775.0,Mining,General Mining,9.0,,43.19,Numis Securities Limited,3.6,-,-,,,,,,,,,,,,,,
AIM,2006-12-20,2006-12-01,2006,IPO,SNT,SABIEN TECHNOLOGY GROUP PLC,New Company Placing,United Kingdom,2737.0,Electronic & Electrical Equipment,Electronic Equipment,52.0,,13.82,Brewin Dolphin Securities Limited,3.2,-,-,16051.60546875,16801.6796875,16390.638671875,16156.0078125,114.0,16156.0078125,22618.412109375,19093.4609375,15127.8974609375,14099.7890625,2349.96484375,8078.00390625,1050.10498046875,
AIM,2006-12-20,2006-12-01,2006,IPO,VTU,VERTU MOTORS PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,60.0,,5.41,Brewin Dolphin Securities Limited,2.41,-,-,63.0,65.0,60.0,48.52292251586914,83166.0,52.72568130493164,63.80571365356445,64.18778991699219,58.838802337646484,30.183547973632812,7.6414055824279785,22.336732864379883,35.77546310424805,
AIM,2006-12-19,2006-12-01,2006,IPO,NTBR,NORTHERN BEAR PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,88.0,,9.94,"Dawnay, Day Corporate Finance Limited",2.42,-,-,91.5,97.0,90.0,76.15599822998047,20250.0,76.15599822998047,82.50233459472656,91.8102798461914,127.77284240722656,102.38751220703125,69.3288803100586,7.286156177520752,46.56710433959961,
AIM,2006-12-19,2006-12-01,2006,IPO,,ALL POINTS NORTH PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,32.0,,2.37,Zeus Capital Limited,0.4,-,-,,,,,,,,,,,,,,
AIM,2006-12-18,2006-12-01,2006,IPO,,MIRLAND DEVELOPMENT CORP PLC,New Company Placing,Cyprus,8733.0,Real Estate,Real Estate Holding & Development,478.0,,4.78,Credit Suisse Securities (Europe) Limited,143.4,-,-,,,,,,,,,,,,,,
UK Main Market,2006-12-18,2006-12-01,2006,IPO,HSD,HANSARD GLOBAL PLC,New Company Placing,United Kingdom,8575.0,Life Insurance,Life Insurance,260.0,,356.93,,131.75,-,-,25.75,25.75,25.75,5.828014850616455,0.0,6.337259769439697,7.978156089782715,6.15619421005249,6.15619421005249,6.15619421005249,6.15619421005249,33.55733108520508,39.477386474609375,
AIM,2006-12-18,2006-12-01,2006,IPO,,CLEAN ENERGY BRAZIL PLC,New Company Placing,United Kingdom,1357.0,Chemicals,Specialty Chemicals,100.0,,100,Smith & Williamson Corporate Finance Limited,100.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-18,2006-12-01,2006,IPO,,CQS RIG FINANCE FUND LTD,New Company Placing,United Kingdom,8995.0,Nonequity Investment Instruments,Nonequity Investment Instruments,100.0,,50,Arbuthnot Securities Limited,50.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-18,2006-12-01,2006,IPO,KEFI,KEFI MINERALS PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,3.0,,2.66,W H Ireland Limited,1.4,-,-,60.7234992980957,60.7234992980957,60.7234992980957,60.7234992980957,0.0,66.63939666748047,63.7494010925293,59.4995002746582,61.6245002746582,61.6245002746582,23.799800872802734,67.99939727783203,4.419899940490723,
AIM,2006-12-15,2006-12-01,2006,IPO,,FABIAN ROMANIA PROPERTY FUND LTD,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,91.388,,46.45,Deloitte & Touche LLP,27.08,-,-,,,,,,,,,,,,,,
AIM,2006-12-15,2006-12-01,2006,IPO,,IMAGINATIK PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,7.5,,8.75,W H Ireland Limited,2.08,-,-,,,,,,,,,,,,,,
International Main Market,2006-12-14,2006-12-01,2006,IPO,,SHALKIYAZINC NV,International Offering (GDR),Netherlands,1775.0,Mining,General Mining,7.25,,53,,53.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-14,2006-12-01,2006,IPO,,RENEWABLE POWER & LIGHT PLC,New Company Placing,United Kingdom,7535.0,Electricity,Electricity,70.0,,60.09,Grant Thornton UK LLP ,40.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-14,2006-12-01,2006,IPO,,TAIHUA PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,10.0,,8.12,W H Ireland Limited,0.78,-,-,,,,,,,,,,,,,,
AIM,2006-12-13,2006-12-01,2006,IPO,,HIRCO PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,500.0,,382.63,HSBC Bank plc,370.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-13,2006-12-01,2006,IPO,,R.G.I. INTL LTD,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,305.4523,,310.66,KPMG LLP,88.88,-,-,,,,,,,,,,,,,,
AIM,2006-12-13,2006-12-01,2006,IPO,,POLYMER LOGISTICS NV,New Company Placing,Netherlands,2723.0,General Industrials,Containers & Packaging,82.0,,63.52,Colins Stewart Europe Limited,25.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-13,2006-12-01,2006,IPO,,WEST PIONEER PROPERTIES LTD,New Company Placing,British Virgin Islands,8733.0,Real Estate,Real Estate Holding & Development,81.454,,61.09,Libertas Capital Corporate Finance Limited,20.36,-,-,,,,,,,,,,,,,,
AIM,2006-12-13,2006-12-01,2006,IPO,,MONEY DEBT & CREDIT GROUP PLC,New Company Placing,United Kingdom,8773.0,General Financial,Consumer Finance,25.0,,10,Solomon Hare LLP,3.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-13,2006-12-01,2006,IPO,,CONSOLIDATED VENDING PLC,New Company Placing,United Kingdom,5337.0,Food & Drug Retailers,Food Retailers & Wholesalers,3.0,,6.17,ARM Corporate Finance Limited,1.05,-,-,,,,,,,,,,,,,,
AIM,2006-12-12,2006-12-01,2006,IPO,,DOMINION PETROLEUM LTD,New Company Placing,Bermuda,533.0,Oil & Gas Producers,Exploration & Production,27.0,,107.28,Insinger de Beaufort,4.06,-,-,,,,,,,,,,,,,,
AIM,2006-12-12,2006-12-01,2006,IPO,,IT & E LIMITED,New Company Placing,Australia,9533.0,Software & Computer Services,Computer Services,4.75,,10.05,Grant Thornton UK LLP ,0.6,-,-,,,,,,,,,,,,,,
AIM,2006-12-11,2006-12-01,2006,IPO,,METRO BALTIC HORIZONS PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,100.0,,26.2,Oriel Securities Limited,26.2,-,-,,,,,,,,,,,,,,
International Main Market,2006-12-08,2006-12-01,2006,IPO,,INVESTCORP BANK B.S.C,International Offering (GDR),Bahrain,8777.0,General Financial,Investment Services,29.0,,219.57,,219.57,-,-,,,,,,,,,,,,,,
International Main Market,2006-12-06,2006-12-01,2006,IPO,,OIL & GAS DEVELOPMENT CO,International Offering (GDR),Pakistan,537.0,Oil & Gas Producers,Integrated Oil & Gas,18.9,,477.04,,477.04,-,-,,,,,,,,,,,,,,
AIM,2006-12-06,2006-12-01,2006,IPO,,REDLINE COMMUNICATIONS INC,New Company Placing,USA,9535.0,Software & Computer Services,Internet,100.0,,42.5,Canaccord Adams Limited,13.0,-,-,,,,,,,,,,,,,,
AIM,2006-12-06,2006-12-01,2006,IPO,,ACM SHIPPING GROUP PLC,New Company Placing,United Kingdom,573.0,"Oil Equipment, Services & Distribution",Oil Equipment & Services,162.0,,24.82,Noble & Company Limited,7.56,-,-,,,,,,,,,,,,,,
UK Main Market,2006-12-05,2006-12-01,2006,IPO,,SALAMANDER ENERGY PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,250.0,,204.96,,105.59,-,-,,,,,,,,,,,,,,
AIM,2006-12-05,2006-12-01,2006,IPO,,BRAINJUICER GROUP PLC,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,108.0,,13.55,Teather & Greenwood Limited,1.5,-,-,,,,,,,,,,,,,,
AIM,2006-12-04,2006-12-01,2006,IPO,,JUST RETIREMENT(HLDGS)PLC,New Company Placing,United Kingdom,8575.0,Life Insurance,Life Insurance,148.0,,434.61,Deutsche Bank AG London,86.96,-,-,,,,,,,,,,,,,,
AIM,2006-12-04,2006-12-01,2006,IPO,,WEST CHINA CEMENT LTD,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,105.0,,66.87,Insinger de Beaufort,22.0,-,-,,,,,,,,,,,,,,
International Main Market,2006-12-01,2006-12-01,2006,IPO,,INA-INDUSTRIJA NAFTE DD,International Offering (GDR),Croatia,537.0,Oil & Gas Producers,Integrated Oil & Gas,303.41,,269.32,,269.32,-,-,,,,,,,,,,,,,,
AIM,2006-11-30,2006-11-01,2006,IPO,,CHINA MEDSTAR LTD,New Company Placing,Singapore,4535.0,Health Care Equipment & Services,Medical Equipment,78.0,,21.5,Evolution Securities Limited,6.15,-,-,,,,,,,,,,,,,,
AIM,2006-11-30,2006-11-01,2006,IPO,,WREN HOMES GROUP,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,36.0,,14.55,J M Finn & Co ,5.8,-,-,,,,,,,,,,,,,,
International Main Market,2006-11-29,2006-11-01,2006,IPO,BGEO,BANK OF GEORGIA JSC,International Offering (GDR),Georgia,8355.0,Banks,Banks,18.0,,84.69,,84.69,-,-,15.5,18.5,15.5,12.716596603393555,1419605.0,14.121745109558105,15.828999519348145,19.953113555908203,27.1966552734375,22.299711227416992,2.810297727584839,746.4852294921875,2278.378173828125,
AIM,2006-11-29,2006-11-01,2006,IPO,,SOUTHERN BEAR PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,3.0,,3.84,ARM Corporate Finance Limited,1.5,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-28,2006-11-01,2006,IPO,,NEW STAR RBC HDG 250 IDX EXCH TRADE,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,1.0,,79.16,,79.16,-,-,,,,,,,,,,,,,,
AIM,2006-11-28,2006-11-01,2006,IPO,GPM,GOLDEN PROSPECT PRECIOUS METALS LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,12.93,Colins Stewart Europe Limited,3.53,-,-,27.5,27.5,27.5,27.5,0.0,27.5,27.5,38.0,40.0,62.5,120.0,35.0,17.75,
AIM,2006-11-24,2006-11-01,2006,IPO,,ISHAAN REAL ESTATE PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,100.0,,207,Deutsche Bank AG London,207.0,-,-,,,,,,,,,,,,,,
AIM,2006-11-23,2006-11-01,2006,IPO,,HELESI PLC,New Company Placing,Cyprus,2797.0,Support Services,Industrial Suppliers,116.0,,38.02,Panmure Gordon (UK) Limited,11.56,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-22,2006-11-01,2006,IPO,,BLUEBAY ASSET MANAGEMENT PLC,International Offering (GDR),United Kingdom,8771.0,General Financial,Asset Managers,300.0,,570.93,,210.0,-,-,,,,,,,,,,,,,,
AIM,2006-11-22,2006-11-01,2006,IPO,,CATALYTIC SOLUTIONS INC,New Company Placing,USA,3355.0,Automobiles & Parts,Auto Parts,123.0,,78.53,Canaccord Adams Limited,15.83,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-21,2006-11-01,2006,IPO,LSL,LSL PROPERTY SERVICES PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,202.5,,210.92,,81.03,-,-,212.0,215.0,202.5,129.70166015625,1696257.0,132.4354248046875,132.73916625976562,143.67417907714844,152.48294067382812,83.05972290039062,24.729305267333984,152.03579711914062,179.34024047851562,
AIM,2006-11-17,2006-11-01,2006,IPO,,SPEYMILL MACAU PROPERTY CO PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,52.65790798,,42.13,Smith & Williamson Corporate Finance Limited,42.13,-,-,,,,,,,,,,,,,,
AIM,2006-11-17,2006-11-01,2006,IPO,,EATONFIELD GROUP PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,125.0,,28.75,Evolution Securities Limited,15.0,-,-,,,,,,,,,,,,,,
AIM,2006-11-15,2006-11-01,2006,IPO,,NORTHERN EUROPEAN PROPERTIES LTD,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,70.73326904,,313.96,Citigroup Global Markets UK Equity Limited,235.78,-,-,,,,,,,,,,,,,,
AIM,2006-11-15,2006-11-01,2006,IPO,,IFR CAPITAL PLC,New Company Placing,Cyprus,5757.0,Travel & Leisure,Restaurants & Bars,67.36501814,,90.94,Colins Stewart Europe Limited,89.19,-,-,,,,,,,,,,,,,,
AIM,2006-11-15,2006-11-01,2006,IPO,,SITESERV PLC,New Company Placing,Republic of Ireland,2357.0,Construction & Materials,Heavy Construction,37.05075997,,34.34,Davy,7.04,-,-,,,,,,,,,,,,,,
International Main Market,2006-11-14,2006-11-01,2006,IPO,,OAO SEVERSTAL,International Offering (GDR),Russia,1757.0,Industrial Metals,Steel,12.5,,562.96,,562.96,-,-,,,,,,,,,,,,,,
AIM,2006-11-14,2006-11-01,2006,IPO,,PROSPECT EPICURE J-REIT VALUE FUND,New Company Placing,United Kingdom,8737.0,Real Estate,Real Estate Investment Trusts,100.0,,121.5,Panmure Gordon (UK) Limited,101.0,-,-,,,,,,,,,,,,,,
AIM,2006-11-14,2006-11-01,2006,IPO,,HASGROVE PLC,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,120.0,,21.35,KBC Peel Hunt Limited,5.35,-,-,,,,,,,,,,,,,,
International Main Market,2006-11-13,2006-11-01,2006,IPO,,CHELIABINSK ELEKTROLIT ZINK PLANT,International Offering (GDR),Russia,1755.0,Industrial Metals,Nonferrous Metals,16.75,,107.69,,107.69,-,-,,,,,,,,,,,,,,
International Main Market,2006-11-10,2006-11-01,2006,IPO,,HANATOUR SERVICE INC,International Offering (GDR),South Korea,5759.0,Travel & Leisure,Travel & Tourism,11.88,,36.54,,36.54,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-09,2006-11-01,2006,IPO,,BABCOCK & BROWN PUBLIC PRTNSHPS LTD,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,100.0,,300,,300.0,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-08,2006-11-01,2006,IPO,HOC,HOCHSCHILD MINING PLC,International Offering (GDR),United Kingdom,1779.0,Mining,Platinum & Precious Metals,350.0,,1075.73,,270.38,-,-,287.88531494140625,291.8288879394531,278.42059326171875,226.9285888671875,5710760.0,223.73243713378906,230.28460693359375,250.58030700683594,220.5363006591797,281.2161865234375,96.11677551269531,296.08465576171875,206.83140563964844,
International Main Market,2006-11-08,2006-11-01,2006,IPO,,SISTEMA-HALS JSC,International Offering (GDR),Russia,8733.0,Real Estate,Real Estate Holding & Development,10.7,,216.22,,216.22,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-07,2006-11-01,2006,IPO,,STYLES & WOOD GROUP PLC,New Company Placing,United Kingdom,2357.0,Construction & Materials,Heavy Construction,150.0,,96.74,,71.9,-,-,,,,,,,,,,,,,,
International Main Market,2006-11-03,2006-11-01,2006,IPO,,OAO TMK,International Offering (GDR),Russia,1757.0,Industrial Metals,Steel,21.6,,396.56,,396.56,-,-,,,,,,,,,,,,,,
UK Main Market,2006-11-02,2006-11-01,2006,IPO,,MEDICX FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,80,,80.0,-,-,,,,,,,,,,,,,,
AIM,2006-11-02,2006-11-01,2006,IPO,,SIMIGON LTD,New Company Placing,Israel,9537.0,Software & Computer Services,Software,88.0,,32.78,Panmure Gordon (UK) Limited,5.35,-,-,,,,,,,,,,,,,,
International Main Market,2006-11-01,2006-11-01,2006,IPO,PLAZ,PLAZA CENTERS NV,New Company Placing,Netherlands,8733.0,Real Estate,Real Estate Holding & Development,180.0,,514.29,,154.29,-,-,18209.646484375,18222.10546875,17251.244140625,13694.5517578125,357159.0,13807.419921875,13788.607421875,15349.9375,13732.1748046875,16760.77734375,3160.28125,3953.41015625,250.0,
AIM,2006-11-01,2006-11-01,2006,IPO,,KSK POWER VENTUR PLC,New Company Placing,United Kingdom,7535.0,Electricity,Electricity,107.0,,137.9,Arden Partners Limited,30.9,-,-,,,,,,,,,,,,,,
AIM,2006-11-01,2006-11-01,2006,IPO,SOM,SOMERO ENTERPRISES INC,New Company Placing,USA,2757.0,Industrial Engineering,Industrial Machinery,125.0,,42.85,Jefferies International Limited,26.76,-,-,129.5,133.0,125.0,66.72126770019531,1774714.0,67.48236846923828,67.73606872558594,64.94542694091797,71.12042999267578,60.1439323425293,12.269139289855957,5.452949047088623,110.88585662841797,
AIM,2006-11-01,2006-11-01,2006,IPO,,BETBROKERS PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,15.0,,31.66,Hanson Westhouse LLP,2.5,-,-,,,,,,,,,,,,,,
AIM,2006-10-31,2006-10-01,2006,IPO,CNKS,CENKOS SECURITIES PLC,New Company Placing,United Kingdom,8777.0,General Financial,Investment Services,140.5,,72.75,HSBC Bank plc,18.31,-,-,157.5,201.0,180.0,61.737613677978516,773220.0,62.80998992919922,61.12483215332031,60.66524124145508,61.89080810546875,79.11813354492188,39.62430953979492,36.93535232543945,54.572998046875,
AIM,2006-10-31,2006-10-01,2006,IPO,PPS,PROTON POWER SYSTEMS,New Company Placing,United Kingdom,3355.0,Automobiles & Parts,Auto Parts,80.0,,25.06,Brewin Dolphin Securities Limited,4.67,-,-,42.25,47.5,42.5,45.75,240258.0,44.75,43.68949890136719,37.832000732421875,32.95050048828125,27.824499130249023,4.375,1.5,2.0625,
AIM,2006-10-31,2006-10-01,2006,IPO,,ZAMANO PLC,New Company Placing,Republic of Ireland,6575.0,Mobile Telecommunications,Mobile Telecommunications,24.0,,16.28,Seymour Pierce Limited,4.0,-,-,,,,,,,,,,,,,,
AIM,2006-10-30,2006-10-01,2006,IPO,,CAZENOVE ABSOLUTE EQUITY LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,,30.27,JPMorgan Cazenove Limited,30.27,-,-,,,,,,,,,,,,,,
AIM,2006-10-30,2006-10-01,2006,IPO,,DRURY LANE CAPITAL PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,10.0,,4.5,Colins Stewart Europe Limited,4.5,-,-,,,,,,,,,,,,,,
AIM,2006-10-27,2006-10-01,2006,IPO,,MATCHTECH GROUP PLC,New Company Placing,United Kingdom,2793.0,Support Services,Business Training & Employment Agencies,310.0,,69.5,Arbuthnot Securities Limited,22.02,-,-,,,,,,,,,,,,,,
AIM,2006-10-26,2006-10-01,2006,IPO,,SOUTH AFRICAN PROPERTY OPPS PLC,New Company Placing,United Kingdom,8733.0,Real Estate,Real Estate Holding & Development,100.0,,30,Teather & Greenwood Limited,30.0,-,-,,,,,,,,,,,,,,
AIM,2006-10-26,2006-10-01,2006,IPO,,BRULINES (HLDGS) PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,123.0,,29.52,RSM Robson Rhodes  Corporate Finance,8.0,-,-,,,,,,,,,,,,,,
AIM,2006-10-26,2006-10-01,2006,IPO,,DIGITAL MARKETING GROUP PLC,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,57.0,,19.47,Cenkos Securities Limited,7.83,-,-,,,,,,,,,,,,,,
AIM,2006-10-25,2006-10-01,2006,IPO,,ASTEK GROUP PLC,New Company Placing,United Kingdom,3767.0,Personal Goods,Personal Products,5.0,,3.5,HB – Corporate,1.25,-,-,,,,,,,,,,,,,,
UK Main Market,2006-10-24,2006-10-01,2006,IPO,DNLM,DUNELM GROUP PLC,International Offering (GDR),United Kingdom,5375.0,General Retailers,Home Improvement Retailers,170.0,,340,,102.51,-,-,180.0,185.0,170.0850067138672,98.44155883789062,18681503.0,100.30392456054688,106.42329406738281,119.19403839111328,116.6869888305664,114.81786346435547,74.09906768798828,271.5513610839844,533.008544921875,
